movie,sentence,score
닥터 스트레인지: 대혼돈의 멀티버스,"나는 삐급 영화의 갬성이 좋은데, 이 감독은 내 취향인듯 ㅎㅎ 괜히 경쾌한 문어 눈깔 빠지는 소리 등..이블데드 느낌으로 혼자 웃으며 본듯 진지한 배우들에 진지하지 않은 연출 암튼 나는 또 보고 또 봄",10
탑건: 매버릭,그냥 최고의 영상입니다,10
탑건: 매버릭,이거 처음달아봐요 말이필요없는 10점이요,10
네번의 결혼식과 한번의 장례식,재미 있고 배우들도 참 좋고 영국적 분위기와 색감이 좋은 영화인데 좋은 내용은 절대 아니다. 공감도 안된다. 중독성 있지만 보고 나면 개운치 못한 영화. 확실히 호불호 갈리는 영화이고 혼자 보는 게 재미 있을 영화. 그리고 휴 그랜트 너무 찌질하고 병신 같다.,8
탑건: 매버릭,말이 필요없음 최고의 영화,10
탑건: 매버릭,간만에 영화 재밌게봤네요클리셰 많은 뻔한줄거리지만 재밌으면 그만,10
버즈 라이트이어,아주 재미있었습니다 강추!!! 우주를 좋아한다면 추천!,10
조커,이 영화에 1점을 준 사람들은 기득권층일 것이다. 마지막에 말해도 이해 못 할 거라며 노래 가사를 읊조리며 노래가 흘러 나오는 장면은 희대의 명장면. 희비가 모두 담긴 명장면.,10
탑건: 매버릭,22년 최고의 영화는 탑건~ 3번째 관람이며 지인도 모시고 봤습니다 영화 마지막 장면들은 가슴을 뭉클하게 하면서 제 삶 속에서 교훈을 주기도 합니다 스토리를 떠나서 두번 다시 나오기 힘든 이런 영화를 제작하고 목숨걸고 연기한 영화배우 &amp;#39;톰 크루즈&amp;#39;님 한테 경의를 표하며 너무 감사합니다~나이도 있으신데 몸 건강하시길 바랍니다.,10
탑건: 매버릭,다시 봐야겠네요.. !!!  쵝오의 영화.,10
탑건: 매버릭,아 간만에 영화다운 영화 본듯,10
탑건: 매버릭,진짜 남자의 영화다굉장히 재밌어 ㅠㅠ 정말,10
탑건: 매버릭,역쉬 베스트 오브 베스트!또 보고싶은 영화입니다!,10
범죄도시2,범죄 액션물을 좋아한다면 만족할 만한 작품. 잔인한 장면이 많은 편이니 주의. 스토리도 나쁘진 않았다.,10
탑건: 매버릭,진짜 멋지고 재밌어요.,10
탑건: 매버릭,톰 크루즈 만수무강 하십쇼,8
탑건: 매버릭,아이맥스로 다시 보기위해 예매했어요웅장한 사운드와 돈을 아끼지 않은듯한 비행액션은 정말 대박입니다 만약 보싥꺼면 아이맥스 추천이요,10
탑건: 매버릭,스토리상 있어야하는 진지한 부분마다 자연스러운 연출과 각본 센스가 좋았다. 또한 영화관의 넓은 스크린이 비행씬의 속도감을 더 잘 전달해주었다.,10
탑건: 매버릭,영화관이 있는 이유 이런 영화 보라고 있는곳임,10
아이 씨 유,기분나쁘고 억지스런 스토리에 전체적으로 조금 루즈함,4
반지의 제왕: 왕의 귀환,"영화관에서 본지가 10년이 넘었는데, 그 웅장함이 지금까지도 기억이 나네요.드라마 반지의제왕도 기다려집니다.",10
탑건: 매버릭,옛날 감성이 느껴지며 정말 웅장하고 멋진 최고의 영화입니다,10
탑건: 매버릭,1초도 버릴 게 없는 영화. 너무 재미있고 또 보고 싶다.,10
탑건: 매버릭,매버릭 얼굴만 봐도 즐거운 영화.모든 것이 완벽했다. 최고다.,10
탑건: 매버릭,이 시대 최대의 감동!이 것이 극장에서 보는 재미다.,10
탑건: 매버릭,크루즈형은 나이를 거꾸로 먹음?자기관리 대단한듯...영화 추천 추천 또 추천!,10
탑건: 매버릭,살면서 평점 처음 달아봄. 반드시 만점을 줘야될것 같아서. 톰 크루즈와 동시대를 살고 그의 작품을 볼 있다는 것이 영광이었다는말밖에 할 말이 없음. 진심으로 리스펙.,10
브로커,감동도 있고 여운도 있습니다,10
탑건: 매버릭,이건 4dx로 꼭 보세요,10
탑건: 매버릭,오랜만에 영화같은 영화.극장가서 봐야하는 영화 봄행복합니다,10
뉴스 오브 더 월드,톰 행크스의 눈빛에 지리고야 말았다,10
탑건: 매버릭,"인생 최고의 영화 ,, 액션씬 에서는 다리에 힘 들어가고 숨도 막힙니다 ㅋㅋㅋ 대박이에요",10
탑건: 매버릭,이게 후기가 될런지 몰겠지만...여러분...  F14톰캣이 등장합니다...감격.. 흑흑...,10
그대가 조국,뭔가 아쉽다. 그내가 조국,10
탑건: 매버릭,난생처음으로 평점을 직접 주고 싶게 한 영화에요. 36년 만에 나왔는데 이리 기대이상의 감동을 주다니.. 정말 강추해요!!,10
마녀(魔女) Part2. The Other One,이딴게 영화? 이런걸 연기 시켰는데 하는 배우들이 대단,1
그대가 조국,하.. 어우 ㅋㅋㅋ..ㅋㅋ,1
탑건: 매버릭,와 너무 잼있고 감동 줄줄~~ 개봉 기간 내 또 보러 갈 듯 하네요!!,10
탑건: 매버릭,원작이 인기가 너무 크면 기대이하이기 마련이데.. 그런 상식을 깬 인생작 중 하나,10
범죄도시2,유치 찬란?졸작중에 졸작?영화본 시간이 너무 아까워요ㅜㅜ단지 제가본 느낌을 그대로 전합니다,2
탑건: 매버릭,올해최고의영화~^^,10
마녀(魔女) Part2. The Other One,아직은 스토리를 펼쳐놓는 중 인듯..,8
탑건: 매버릭,영화관용 영화란 무엇인가,10
탑건: 매버릭,말로 표현을 할 수가 없다.1편까지 다시보게 하는 정말 최고의 영화!!!또 보러 갈거고..IPTV에 나오면 소장할거임.,10
닥터 스트레인지: 대혼돈의 멀티버스,"오랜만에, 집에서 보다가 껐다..",3
탑건: 매버릭,IMAX같은 특별관이 존재하는 이유를 보여주는 영화.,10
탑건: 매버릭,말이 필요없는 레전드의 귀환 탑건 매버릭,10
탑건: 매버릭,"전투기씬이 시원 시원했다. 뭐니뭐니해도 여전히 건재한 탐크루즈를 보며 약간 뭉클했다.  나이듦을 멸시하는 세태에 전혀 밀리지 않는 백전노장의 연기에 감동하며, 용기마저 얻은 것 같은 기분이다.",10
탑건: 매버릭,벅차오르는 느낌 간만이었습니다,10
기도하는 남자,최욱씨  추천영화는  내 기준으로 5점 만점에 3점 정도. 기도하는~. 악마는~ 둘다 쏘쏘 정도. 넘기대 않고 봐야함다.,4
탑건: 매버릭,평점 만점 주러 왔다. 이런 영화가 또 나올 수 있을까,10
탑건: 매버릭,올해 최고의 영화.,10
스타워즈 에피소드 2 - 클론의 습격,클론전쟁을 낳아줘서 너무 고맙다,10
연애 빠진 로맨스,연기는 리얼해서 좋긴한데 여주 캐릭이 너무 OOO 같음 솔직한걸 넘어서 쌍스러워,6
탑건: 매버릭,진짜 최고입니다 영상 한장면 한장면이 너무 아름답고 이영화는 찐이구나 생각들었어요 다들 꼭꼭보세요 명작입니다극장에서 안보시면 후회할거예요,10
탑건: 매버릭,한번보고 끝낼 수 없다.,10
버즈 라이트이어,토이스토리를 보지않더라도 전해지는 감동,9
탑건: 매버릭,이건 꼭 영화관에서 두번 보세요안보면 안본 사람이 손해같음,10
탑건: 매버릭,2천만명 가자 탑건! 가자!!!,10
탑건: 매버릭,신랑 추천으로 30년만에 탑건1 어제보고 오늘 탑건2 봤어요꼭 탑건1 보고가세요~최고예요~꼭 영화관에서 봐야할 영화,10
닥터 스트레인지: 대혼돈의 멀티버스,왜 난 재밌던데 원더우먼2는 어떻고 것보다 훨씬 나음,8
탑건: 매버릭,처음남겨본다 탐크루즈 개멋있더라 역시,10
그대가 조국,할 말이 없다 조국의 일대기,1
마녀(魔女) Part2. The Other One,평점 제일 낮은것만 골라서 봐라. 그러면 발전 할 수 있다. 높은 평점 내용은 아무 의미 없다. 까는 이유를 잘 분석하면 그 안에 답이 있다. 마녀 시리즈를 이렇게 나락으로 보내버려? 다음부턴 액션 찍겠다는 여배우 캐스팅 못할 수도 있다,2
마녀(魔女) Part2. The Other One,인물 내용 스토리 전계 이해불가 ...  그저 그냥  삼류보다도 떨어짐 ㅜㅜ,1
타짜: 원 아이드 잭,충분히 재밌는데 평이 박하네요.,10
탑건: 매버릭,갓킹 대박이었음?속이 펑툴림,10
탑건: 매버릭,"진짜 헐리우드 작정하고 만들면 이런상업영화 아직도 만들수 있는걸 보여준 영화, 소재떨어져서 마블영화만 나오던중에 단비처럼 나온 최고의 클리세, 아이맥스 카메라를 극치로 만든 항공기씬과 탑건 올드펜 오마쥬까지 각본이 너무 완벽함 군더더기 없이 두시간이 시간가는줄 몰랐음 양놈들이 영화는 잘만듬 마블말고 이런 헐리웃 전성기시절 영화가 또 나왔으면 한다",10
탑건: 매버릭,꼭 보세요 안보면 후회합니다,10
탑건: 매버릭,진짜 너무 재밌음.  이건 꼭 봐야함! 톰 크루즈는 말할것도 없고 나오는 애들 다 멋있음ㅠㅠ별 10점도 부족한 영화인듯,10
탑건: 매버릭,"80년대에 탑건1을 보지않고 저번주에 봤는데도 시작할 때 가슴이 뭉클했고 미국인이 아닌데도 미군에 입대하고 싶었다. 영화가 주는 유희는 탑건 1과 90%이상 일치하고(세월과 기술이 더해졌을 뿐 거의 똑같은 영화라고 봐도 무방하지 않을지?)  어떻게 이렇게 재미있을 수 있는지 신기할지경. 김창완이 늙어서도 뛰는 가슴을 가지고 있을까봐 겁이난다고 했고 늙어서 본인이 아직도 젊은 줄 아는 아재들 굉장히 별로인데 톰크루즈는 예외인것 같다. 알파메일, 미국적 낭만의 정점",10
탑건: 매버릭,옛날 살던 동네에 놀러갔는데 30년전에도 있던 김치찌개 맛집이 아직도 있어서 먹었는데 인테리어는 바뀌었지만 그때 그 맛 그대로라 울컥함.,10
레드 노티스,6언더그라운드 를 예상하고 봤는데..차이가 나도 너무 난다...뭔가 많이 부족해 ...많이 빠져있어 ..개연성 도 없고 많이 허술 하고 ...90년대 영화 라면 ?OK 그러나 우리는 21세기에 살고 있습,6
탑건: 매버릭,진짜 너무 재미있어요 개꿀잼,10
감동주의보,재난 영화. 영화란 기본이 참 중요하구나를 느낌.  배우들이 투자한 시간이 아까움. 누군가의 시간과 에너지를 소중하게 생각하시길..,2
탑건: 매버릭,너무재밌고 너무잘만들었다,10
탑건: 매버릭,진짜 10점 만점에 100점 영화. 이 정도 만들어주면 2만원도 안 아깝다,10
탑건: 매버릭,너무재밋게 봤어요~!  1보고 가면 더좋을듯,10
하루,나보고이서 ㅎㅎㅎ125,10
탑건: 매버릭,올해 최고의 영화. 오랜만에 심장 뛴다. 뒤에 타고 싶어.,10
탑건: 매버릭,그냥 꼭 보세요!!! 그냥 보시면 압니다!!,10
탑건: 매버릭,너무 재밌게 봤음. 영화 끝나고 나오는데 바로 또 보고싶은 영화,10
탑건: 매버릭,방금  극장에서 보고 왔는데 최고네요   이런게  영화죠 맨날CG 로 싸우는 코믹스    액션 보다  진짜  영화를  보니 좋네요,10
범죄도시2,코믹요소를 일편보다 더 추가한듯,10
극장판 윌벤져스 : 수상한 캠핑 대소동,왜 디즈니 보는지 알수있음,2
탑건: 매버릭,진짜 요근래 들어 본것중 제일 완성도가 높습니다,10
탑건: 매버릭,근래 최고의 영화라고 자신있게 말함,10
탑건: 매버릭,간만에 초대작 클래식은 영원하다미국국뽕영화에 뻔한 스토리라도 좋다재미있다 역시 톰아저씨 인생작 다운 탑건또 보고싶네요,10
탑건: 매버릭,세상에는 두 부류의 사람이 있다.탑건을 이미 본 자와 이제 보려는 자.당신이 자랑스럽게 말할 수 있는 추억의 귀환.,10
탑건: 매버릭,말이 필요없음. 이 영화는 무조건 극장에서 봐야합니다 ^^b,10
탑건: 매버릭,근자에 본 영화중 가장 수작!!,10
탑건: 매버릭,말이 필요없음전작을 뛰어넘었다,10
탑건: 매버릭,그냥 미쳤어요 역대급 영화,10
탑건: 매버릭,조조로 보고왓는데 가족들다 재밋어햇음!!,10
탑건: 매버릭,스케일과 스토리 두마리 토끼를 다 잡았다,9
탑건: 매버릭,말이 필요없음 무조건 보세요.,10
해적: 도깨비 깃발,대체 한효주는 저런 연기력으로 왜 계속 영화나 드라마에서 써주는거냐...뭔 연줄이 대단한가,4
탑건: 매버릭,탑건1이 얼마나 대단한 영화인지 알겠다.. 특히음악,4
탑건: 매버릭,와~~~진짜 재밌습니다 강추,10
탑건: 매버릭,스토리 전개니 액션이니 뭐 하나 빠진거 없이 대박입니다,10
탑건: 매버릭,1편을 보고 보시면 더 몰입감이 높습니다. 앞으로 액션 드라마 영화로는 이 이상의 영화가 나올까요?,10
47미터 2,케이지안에 있으라고 제발 좀,6
47미터 2,케이지안에 있으라고 제발 좀,6
탑건: 매버릭,두시간 아드레날린 폭팔함. 분노의 질주 공중판,10
탑건: 매버릭,너무 감동적이게 잘 봤어요~^^1편을 꼭 보시고 2편보시면 좋아요~,10
탑건: 매버릭,시작부터 bgm듣고 두손두발 다 들었습니다요..1편 본 저같은 아재들은 감동 두배 일듯합니다.가히 역작이라 칭합니다 이런 작품을..,10
탑건: 매버릭,감동적이고 재미있었어요!,10
마녀(魔女) Part2. The Other One,액션은 최고다~~~초반 지루한것만 3탄에서는빼주길~10탄까지나오길바란다,10
탑건: 매버릭,나에게 인생영화가 된 영화,10
스포트라이트,탄탄한 구성과 잘짜인 스토리와 균형을 잃지 않은 가치,9
마녀(魔女) Part2. The Other One,나름 볼만했어요 지루하지 않았네요,8
탑건: 매버릭,어벤져스이후 처음 지렸다,10
그대가 조국,완전 구려 완전 구려  완전 구려,1
버즈 라이트이어,평이 안좋길래 기대 안하고 봤는데 예상외로 감동적이고 스토리 기승전결도 깔끔해서 좋았음. 영상미는 말할것도 없고.. 돌비시네마로 봐서 그런지 사운드 장난아니였음. 한번 더 보고 싶은 영화!,8
탑건: 매버릭,계속 보고 싶어요. 디즈니나 넷플릭스 같은데서 시리즈로 내주면 좋겠습니다.,10
장사리 : 잊혀진 영웅들,학도병 여러분 감사합니다,10
탑건: 매버릭,생애 처음으로 극장에서 2번 본 영화,10
탑건: 매버릭,30대 이상 감성이예요~,10
인생은 아름다워,남주인공 연기가 돋보이는 감동 웃음 ost 뭐 하나 빠지는게 없는 최고의 명작,10
탑건: 매버릭,"관심있던 장르가 아니라서 시즌 1도 안 본 상태로 별 기대 없이 지인과 함께 봤는데, 와 미친 이게 진짜 영화구나 싶음.. 집중하느라 팝콘 산 거 거의 남김..",10
이상한 나라의 수학자,기대 안하고 봤는데 왜 재미있는거임 ㅋ 나쁘지 않았음,8
탑건: 매버릭,고민할 필요가 없음.역시 최고!!!!,10
탑건: 매버릭,OST 나오는 순간부터 게임 오버.. 오래 기다린만큼 무엇과도 비교될 수 없는 훌륭한 영화,10
탑건: 매버릭,영화관에서 처음으로 3번봤다. 나보다 더본사람 많을지도 ㅋㅋ,10
탑건: 매버릭,정말 재밌었습니다. 영화관에서 꼭 봐야하는 영화!,10
탑건: 매버릭,대박~ 감동 너무 잘 봤습니다 감사합니다 톰형,10
탑건: 매버릭,오전에 중1 아들이랑 같이 보고 왔는데 아들 친구 녀석도 극장에서 만나고 멋진 비행 장면 멋있었고 부작용이 있다면 내 차도 수퍼소닉의 속도로 운전하려 했다는거 ㅋㅋㅋ주차하다 오른쪽 사이드 미러 나갈뻔한거 ㅋㅋㅋㅋ3년만에 극장가서 영화 봄.,8
탑건: 매버릭,그저 갓…톰 형 멋있어요,10
판도라,"연기가 너무 좋았고, 실제 원전사고 일어났을때를 상상하기만 해도 끔찍해서 더 몰입이 되었던것같다.",10
탑건: 매버릭,어제 영화 보고 나오자마자 진한 감동이 ㅠㅠ cgv 4dx로 보시는거 추천해요 :),10
탑건: 매버릭,재밌닷!!!  재미있어요 ~~~,10
탑건: 매버릭,진심 뜨거워지는 영화는 오랜만입니다.내 인생 4DX로 예매하지 않은 나 후회중입니다...집가서 1 다시봐야지,10
수어사이드 스쿼드,볼만한 어벤져스??? 근데 너무 데드샷ㆍ할리퀸만 부각된듯...,6
범죄도시2,마동석을 영리하게 사용하고 손석구의 미친 카리스마를 보여줌15세 치고는 좀 잔인함,10
범죄도시2,마동석을 영리하게 사용하고 손석구의 미친 카리스마를 보여줌15세 치고는 좀 잔인함,10
이상한 나라의 수학자,고삐리용 성장 드라마.,7
범죄도시2,음…그냥 뭐….. ㅠ 천만까진..,6
탑건: 매버릭,극장에서 영화를 체험하고 나온 듯한 즐거움,10
마녀(魔女) Part2. The Other One,너무 평점에 연연하지 말고 1편 재밌게 봤으면 2편도 무조건 봐라 절대 후회하지 않는다~~,10
탑건: 매버릭,완벽주의자가 작정하고 만들면 이런 영화가 아닐까?,10
탑건: 매버릭,머하나 흠잘을때가 없는 최고의 영화였다..,10
마녀(魔女) Part2. The Other One,3가 기대되는 영화입니다,7
모노노케 히메,"작품내 신의 표현을 섬기고 추앙하며 기도로 복을빌고 본인한테 잘하면 천국을 보내주고 자신을 안믿으면 지옥 보내버리는 서구의 인격적 유일신 따위가 아닌 대자연 그 자체를 신으로 표현하는데 있어서 상당히 대자연?스럽게 표현됬다고  본다  인간이 주제를 모르고 감히 신의영역(대자연)을 침범하고 파괴하며 인간의 영역을 넗히려 하지만 대자연의 원령 공주는 용서못하지..그래.. 원래 우리 동양은 네츄럴리즘바탕에 샤머니즘성향이지.. 스토리,작화,연출,색화,그리고 조의 음악 이 모든게 완벽하다!내인생 애니메이션중 단연코 최고의 애니메이션!",10
닥터 스트레인지: 대혼돈의 멀티버스,너무 재밌게봤음~~~,10
탑건: 매버릭,너무 재밌어요 ㅠㅠㅠ 진짜 너무너므 감동적이고 두 번 보고 싶을 정도였어요 ㅠㅠㅠ 최고다,10
룸 쉐어링,마음이 따뜻해지는 영화..배우들의 잔잔한 연기도 좋았어요:),10
탑건: 매버릭,압도적 비주얼에 드라마 마지막 진한 여운까지,10
자산어보,스토리는 무난하나 영상미로 승리,10
탑건: 매버릭,졸잼 강력추천! 지루할 틈이 없음,10
탑건: 매버릭,그냥 최고 무조건 보세요 두번보세요 세번보세요1보고 보시는거 추천요,10
탑건: 매버릭,제가94년생이라 옛날탑건은 아예모르고 그냥 보고왔습니다만 진짜 연출이랑 연기가 대박입니다... 스토리야 사실 누구나 예상가능하지만 그런 스토리를 어떻게 연출하고 연기로 표현하냐에 달렸다고 생각하는데 진짜 최고의 영화라고 생각합니다. 톰크루즈는 진짜 최고의 영화배우... 옛날탑건 보러갑니다,10
탑건: 매버릭,재입대하고 싶어지는 영화.,10
마더/안드로이드,한국이래놓고 북한인지 중국인지 국적불명 설정..한국말은 쓰는데 소품도 제대로 설정못하는 저질영화..킬링타임할 영화도안됨 차라리 멍때리는게 이로울듯.,1
탑건: 매버릭,그냥 믿고 보세요. 개쩜,10
탑건: 매버릭,근래 5년사이에 본 영화중 최고!!!,10
탑건: 매버릭,시청각을 만족 시켜줄 최고의 영화로 극장에서 봐야 진가를 제대로 즐길 수 있음. 비용이 조금 더 들더라도 설비가 최고 사양으로 갖춰진 극장에서 감상할 것을 강추합니다,10
빅토리아,원테이크 무비의 레전드,9
탑건: 매버릭,30년 전 생각하면서 눈물 찔끔거리면서 봤슴다...,10
탑건: 매버릭,아주 재미있게 보구서 또 보구싶단  생각이 드는 찰나에 마지막 ost가 나오는데 익숙한 가가의 목소리가..완전  짜릿했어요..레이디가가의 노래 hold  my  hand  완전 좋아 좋아요...,10
탑건: 매버릭,완벽한 속편 아날로그의 진수,10
불도저에 탄 소녀,앞에 스토리는 진짜 흥미진진함 근데 마무리 때문에 내 시간 투자한게 아까움 결말에서 힘빠지고 싶으면 보세요 배우가 아까움,4
탑건: 매버릭,그냥보세요 왠만하면 아이맥스로,10
탑건: 매버릭,"삼십오년전, 그 때 그 선글라스, 그 자켓, 그 오토바이,그리고 그녀…평생 처음 평점 남겨 봅니다. #매버릭 꼭 보세요.",10
탑건: 매버릭,재밌음  톰크루즈 핵멋짐,10
탑건: 매버릭,간만에 아주 재밌게본거같아요.기대이상,10
탑건: 매버릭,"말이필요없다,눈을뗄수없었고 너무재밉게봤다톰형 여전히멋있고 전투기씬을힘들게촬영한배우들도 실감나고 1편을본사람으로써 전편의뛰어넘기힘든데 감히 말한다 전편도 레전드대작인데 탑건매버릭 전편이생각도안나고 좋았다 그냥 다좋았다 또보고싶다는 말밖엔...",10
마녀(魔女) Part2. The Other One,졸잼 진심 넘 재밌어요 1편보다 더 재밌고 스릴넘쳐요....,10
탑건: 매버릭,속편의 표본. 정말 오랜만에 영화다운 영화를 봤습니다. 감사합니다 ㅠㅠㅠ,10
탑건: 매버릭,인트로 보고 시작부터 소름 전편을 능가하는 속편 현역들과 비교헤도 늙지를 않는 매버릭은 톰형이기에 가능함~,10
탑건: 매버릭,꼭 4D를 봅시다,10
탑건: 매버릭,후반부 공중전이 하이라이트,8
탑건: 매버릭,2분이라는 시간이 있다면 당신은?,10
탑건: 매버릭,정말 가슴벅찬 전율을 느끼게한 영화!,10
범죄도시2,동석이형 리얼 미쳤어? 1200만 돌파했어!!  일이 너무 커졌는데.. 3편 괜찮겠어?,10
탑건: 매버릭,"어릴때 KBS 토요영화, MBC주말의영화 둘중에 하나로 본 기억이난다. 재밌게봐서 기억나는사람들이 있고 반가운데, 스토리가 다까먹었다. 초반 1시간30분중에 약간 지루한 구간이있는데, 반가운사람들도있고, 나머지 후반 30분은 정말 재밌게 함박웃음 지으면서 봤다. 아주 잘만들었고, 훌륭하고 흥행하는 이유가있다 생각함. 탑건1을 안본사람들은 앞에 1시간은 뭔 내용인가 싶을듯,",10
선지자의 밤,엄마의 눈물을 보고 결심한...누군가에게 진실이 되어버린 거짓말...범죄를 저지르면서 무슨 구원을 하겠다고...,6
탑건: 매버릭,이런게 영화지.... 꼭보셔들,10
탑건: 매버릭,그냥 미친 영화입니다 두번보고 새번봐야합니다,10
탑건: 매버릭,베리 나이스~ 굿~^^,10
탑건: 매버릭,진짜 최근본 영화중 최고,10
소리도 없이,유아인 진짜 연기 대박!,8
탑건: 매버릭,마지막에 눈물 나면서 봤네요.오랜만에 돌아온 탑건 매버릭 잘봤어요. .,10
탑건: 매버릭,정말 시간가는지 모르고 재밌게 봤습니다 ^^,10
마녀(魔女) Part2. The Other One,솔직히 액션 연출 다 훌륭했는데 결말 땜에 일반인들이 봤을때 별점 낮은듯..근데 애초에 개인적으론 마녀에 가장 걸맞는 엔딩이었음,10
그대가 조국,이런 것도 영화관에 걸려 있다는게 놀랍다.,2
극장판 윌벤져스 : 수상한 캠핑 대소동,초반에는 무난했는데 후반부로 갈수록 비속어랑 폭력적인 장면들이 나와서 미취학아동들이 보기에는 별로였어요,2
탑건: 매버릭,웅장하다 영화도 마음도,10
불도저에 탄 소녀,김혜윤 이름 기억하게 하는 영화네요흥미로웠어요,10
탑건: 매버릭,영화관 의자 흥건히 적시고 옴..전편은 원래 안봐서 전날 보고갔는데 안보고 갔으면 울뻔 첫장면부터 오마주,10
탑건: 매버릭,영화관 의자 흥건히 적시고 옴..전편은 원래 안봐서 전날 보고갔는데 안보고 갔으면 울뻔 첫장면부터 오마주,10
탑건: 매버릭,영화관 의자 흥건히 적시고 옴..전편은 원래 안봐서 전날 보고갔는데 안보고 갔으면 울뻔 첫장면부터 오마주,10
탑건: 매버릭,영화관 의자 흥건히 적시고 옴..전편은 원래 안봐서 전날 보고갔는데 안보고 갔으면 울뻔 첫장면부터 오마주,10
탑건: 매버릭,영화관 의자 흥건히 적시고 옴..전편은 원래 안봐서 전날 보고갔는데 안보고 갔으면 울뻔 첫장면부터 오마주,10
탑건: 매버릭,올해 본 영화중 단연 최고~,10
탑건: 매버릭,평점 처음단다 진짜 꼭봐야한다,10
탑건: 매버릭,와 마지막 미션 전투기씬은 보는 내가 다 심장이 뛰네 ㅋㅋㅋ 실제기체탄건 신의 한수였다. 10억달러 수익 넘을만하다.,9
탑건: 매버릭,톰크루즈 나이 들어도 멋지군요,10
탑건: 매버릭,"아쉬운 부분이 있다면, 영화를 보면서 결말이 나오는게 두려워하면서 보게된다는것.",10
탑건: 매버릭,"간만에 영화다운 영화를 본 느낌, 다시 한번 보구 싶은 생각이 드는 영화",10
마녀(魔女) Part2. The Other One,액션이 아주 신선하네요. 3편이 기대됩니다. ^^,10
탑건: 매버릭,믿고보는 톰크루즈 배우님 너무 좋은 시간이였습니다,10
범죄도시2,잘만들어진 영화 재밌게 잘봤습니다.,10
탑건: 매버릭,찢었어요! 넘 잼났어요,10
탑건: 매버릭,두시간 순삭 몰입감 장난아니네요,10
기도하는 남자,매불쇼 추천으로 보았습니다,10
탑건: 매버릭,보고 난 후 그 여운이란..너무 벅차서 기립박수 치고 싶었음,10
마녀(魔女) Part2. The Other One,영상미가 진짜 볼만했음,8
탑건: 매버릭,연출 스토리 연기 액션 완-벽,10
탑건: 매버릭,탑건 1편 2편은 별개의 영화가 아니다. 1편과 2편을 연달아 봄으로써 비로소 탑건이라는 영화 한편이 완성되는 것이다.,10
탑건: 매버릭,탑건1에서 감동적인 음악이 없었지만 그옛날 감성에젖어 보게 된 영화,10
탑건: 매버릭,"스토리 ,연기력, 연출력  어디 하나 빠질 것 없이 누구나 맘 편하게 재밌게 즐길 수 있는 영화입니다. 꼭 보는 것을 추천합니다.",10
탑건: 매버릭,평점 주는거 처음이자 마지막일듯10점으로도 부족해 진짜,10
탑건: 매버릭,진짜 완추완추 꼭 보세요 너무 좋음,10
탑건: 매버릭,미국의 자본력과 센스 있는 영화팀이 만든 깔쌈한 영화,9
버즈 라이트이어,역겨운 동성부부 키스씬 나옴. 애들보여주지마세요. 14개국가에서 상영금지라는데 우리나란 왜 상영금지안함??,2
닥터 스트레인지: 대혼돈의 멀티버스,괜히 복잡하게만 만들고 지루하고 극장에까지 가서 볼 가치 없는 영화 . 영화배급사 알바의 10점거짓칭찬에 절대 속지말기를 ㅠㅠ,1
탑건: 매버릭,숨쉴수없게 몰아치는 마지막 30분의 쾌감! 중간에 늘어지는 장면만 없었으면 좋았을 턴데~,9
탑건: 매버릭,오랜만에 졸지않고 감상한 제니퍼 코넬리..매력있네요.. 크루즈형님 살아 있네!!!,10
탑건: 매버릭,"뻔하지만 루즈하지 않은 전개와 감동에 음악, 영상이 조화로운 영화였습니다. 또 보고싶어요!",10
브로커,가족의 재구성. 감정선을 최고치로 끌어올린다.,8
탑건: 매버릭,예전의 탑건이 그대로 보여진다 아이고 우리 톰아저씨는 늙어도 넘 멋지다^^톰아저씨보는것만으로도 만족^^,10
탑건: 매버릭,너무너무너무 재밌었어요,10
탑건: 매버릭,"정말 가슴이 쿵쾅쿵쾅 두근두근하게 만드는 영화고,파일럿은 정말이지 너무 멋있네요.전투비행단 파일럿 여러분 진심으로 존경합니다.I Love you! Tom♡",10
탑건: 매버릭,와...보는내내 가슴이 웅장했다...말이 필요없다,10
탑건: 매버릭,들을수 있는 귀 볼수 있는 눈이 있음에 감사한 영화 ㅠ ㅠ,10
탑건: 매버릭,너무 짧게 느껴졌어요다시 봐야겠네요,10
탑건: 매버릭,쫄보가 극장가서 가슴이 웅장해졌다.뭉클함은 보너스,10
탑건: 매버릭,"배우, 연출, 영상미 등 하나도 빠짐없이 모든것이 완벽했던 영화.",10
닥터 스트레인지: 대혼돈의 멀티버스,닥터스트레인지에 대한 영화이기보다 완다비중이 높고 진입장벽이 있어 호불호가 갈릴수 있지만 멀티버스 대혼돈 카오스 제목에 충실한영화다 멀티버스에 대해 이해하면 시각효과와 함께 평소 마블시리즈와 SF장르를 좋아한다면 그런 구성적인 측면과 함께 꽤 흥미진진하게 볼수있는 마블영화다 또 완다에 다른면도 느낄수있었다,9
리틀 포레스트,난 이런 잔잔하고 힐링 영화를 좋아해서인가 너무 좋게봤다.  약간의 음악도,10
탑건: 매버릭,그저 인생영화 1위 그 자체이다.,10
탑건: 매버릭,갬동 재미 다 좋았음. 올해 본 영화중 제일 재미있었음,10
인터셉터,나쁘지 않은데 평점이 낮지?그냥 페미영화라 생각하고 보면 됨.,8
탑건: 매버릭,오랜만에 명작보니 돈이 안 아깝습니다.,10
